name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Chicago,2016-03-30T19:00:00,56.2,56.2,52.3,86.59,0.079,100,rain,0,0,30.6,17.9,191,1004.3,100,6.7,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-30T20:00:00,56.7,56.7,52.4,85.47,0.021,100,rain,0,0,32.2,17.6,190,1003.6,100,5.4,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-30T21:00:00,57.6,57.6,54.4,88.86,0.114,100,rain,0,0,29.1,15,196,1003.1,100,5.2,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-30T22:00:00,57.4,57.4,54.7,90.67,0.023,100,rain,0,0,33.4,15.8,179,1002.2,100,8.3,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-30T23:00:00,58.6,58.6,55.4,89.25,0.023,100,rain,0,0,29.8,11.9,187,1000.5,100,8.3,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T00:00:00,57.8,57.8,55.2,91.06,0.023,100,rain,0,0,27.3,18.2,189,999.4,100,7.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T01:00:00,58.6,58.6,54.5,86.16,0.008,100,rain,0,0,29.4,19.2,189,998,100,8.6,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T02:00:00,59,59,55.2,87.32,0.008,100,rain,0,0,30.7,18.5,195,997.9,100,9.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T03:00:00,59.9,59.9,55.4,85.19,0,0,,0,0,30.6,16,201,996.6,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T04:00:00,59.8,59.8,56.1,87.79,0.001,100,rain,0,0,30.3,19,202,995.6,100,9.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T05:00:00,60.2,60.2,56.3,87.18,0,0,,0,0,29.3,16,203,995.1,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T06:00:00,60.2,60.2,56.9,89.05,0,0,,0,0,23,15.5,209,994.3,100,6.7,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T07:00:00,60.6,60.6,57.2,88.63,0.009,100,rain,0,0,24.2,14.4,206,994.4,100,9.5,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T08:00:00,60.8,60.8,56.4,85.71,0.008,100,rain,0,0,23,15.7,211,994.4,100,8.7,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T09:00:00,60.5,60.5,56.4,86.52,0.064,100,rain,0,0,30.6,19.6,200,994.7,100,8.1,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T10:00:00,61.8,61.8,55.2,78.88,0.01,100,rain,0,0,29.6,15.1,196,992.7,68.3,9.9,,,,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T11:00:00,64.9,64.9,56.2,73.46,0.001,100,rain,0,0,32.7,20.9,201,992.9,89,9.9,,,,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T12:00:00,65.1,65.1,55.6,71.38,0,0,,0,0,31.8,22,201,992.2,96.2,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T13:00:00,65.7,65.7,55.4,69.41,0,0,,0,0,32.2,19.7,211,990.9,98.7,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T14:00:00,66.1,66.1,55.8,69.47,0.015,100,rain,0,0,33.1,21.1,250,990.6,90.3,8.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T15:00:00,63.4,63.4,53.1,68.98,0.016,100,rain,0,0,36.1,17.5,280,992.4,75.5,9.9,,,,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T16:00:00,63.6,63.6,49.4,59.78,0,0,,0,0,30.8,20.9,255,993.4,84.4,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T17:00:00,60.1,60.1,46.6,61.12,0,0,,0,0,30.4,18.6,272,995,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T18:00:00,56.3,56.3,43.9,63.17,0,0,,0,0,31,15.5,275,996.5,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T19:00:00,54.2,54.2,41.8,62.75,0,0,,0,0,29.4,18.5,270,997.9,92.8,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T20:00:00,51.5,51.5,39.6,63.83,0,0,,0,0,30.3,20.4,270,998.9,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T21:00:00,50.4,50.4,39.4,65.88,0,0,,0,0,26.4,18.8,272,999.6,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T22:00:00,48.9,43.5,40.2,71.79,0.001,100,rain,0,0,26.4,13.8,279,1000.6,100,9.7,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31T23:00:00,47.8,43.3,40,74.15,0.003,100,rain,0,0,21.9,10,285,1000.9,100,9.5,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846"
Chicago,2016-04-01T00:00:00,46,42.2,40.9,82.21,0.016,100,rain,0,0,18.3,7.3,331,1002,100,7.4,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T01:00:00,44.5,40.9,40,83.91,0,0,,0,0,,6.4,329,1002.8,100,8.7,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T02:00:00,44.2,39.2,39,81.93,0,0,,0,0,,9.2,342,1003.4,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T03:00:00,43.9,40.1,37.6,78.46,0,0,,0,0,,6.5,331,1004,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T04:00:00,40.9,34.7,35.5,81.15,0.008,100,rain,0,0,,10,20,1004.6,98.7,9.1,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T05:00:00,40,35.8,35.3,83.25,0,0,,0,0,,5.8,37,1004.6,88.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T06:00:00,40.9,38.5,35.2,80.08,0,0,,0,0,,3.8,94,1005,95.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T07:00:00,40.9,37.9,34.9,79.28,0,0,,0,0,,4.5,78,1005.1,98.9,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T08:00:00,41.3,37.1,34.3,76.06,0,0,,0,0,,6.3,79,1005.8,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T09:00:00,42,39.3,33.9,72.6,0,0,,0,0,,4.5,58,1006.4,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T10:00:00,42.8,40.1,34.2,71.33,0,0,,0,0,,4.6,27,1006.9,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T11:00:00,42.5,42.5,34.3,72.58,0.013,100,rain,0,0,,0,0,1007.7,98.7,9.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T12:00:00,43.4,40.5,35.7,74.16,0.01,100,rain,0,0,,5,224,1008.3,96.2,9.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T13:00:00,45.6,41.8,36.3,69.85,0.004,100,rain,0,0,,7.2,201,1008.3,89,9.9,,,,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T14:00:00,47,43.7,35.3,63.62,0,0,,0,0,,6.8,197,1007.4,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T15:00:00,49.3,44.8,36.1,60.2,0,0,,0,0,19.7,11.2,227,1007.1,92.8,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T16:00:00,48.4,42.2,36.3,62.8,0.004,100,rain,0,0,24.3,16.6,219,1007.5,90.3,9.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T17:00:00,46.7,43.2,37.9,71.3,0.002,100,rain,0,0,20.8,7,277,1007.4,92.8,9.7,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T18:00:00,43.6,36,37.1,77.85,0.04,100,rain,0,0,31.9,16.4,277,1008.5,100,8.4,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T19:00:00,42.2,36.9,35.8,77.91,0.021,100,rain,0,0,41.4,8.8,300,1008.8,90.3,9.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T20:00:00,41.5,37.2,35.4,78.68,0,0,,0,0,,6.5,255,1009.4,70.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T21:00:00,42.4,35.6,29.9,61.22,0,0,,0,0,,12.6,276,1010.1,24.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T22:00:00,40.4,32,22.6,48.82,0,0,,0,0,26.4,16.2,289,1010.4,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01T23:00:00,39.2,30.7,22.5,50.83,0,0,,0,0,,15.3,290,1010.3,6.2,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T00:00:00,38.3,29.9,22.2,52.06,0,0,,0,0,,14.4,280,1010.1,6.2,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T01:00:00,36.7,28.2,21.8,54.45,0,0,,0,0,21.9,13.3,270,1009.8,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T02:00:00,35.3,26.9,21.2,56.19,0,0,,0,0,,12.2,270,1009.6,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T03:00:00,34.4,25.1,20.3,56.06,0,0,,0,0,,13.8,272,1009,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T04:00:00,33.4,24.3,19.1,55.52,0,0,,0,0,,12.3,261,1008.1,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T05:00:00,32.5,22.7,19.2,57.61,0,0,,0,0,20.8,13.7,251,1007,63.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T06:00:00,32.5,23.2,20.2,60.22,0,0,,0,0,,12.6,241,1006.1,81.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T07:00:00,33.4,24.4,22,62.68,0,0,,0,0,,12.3,228,1004.9,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T08:00:00,34.3,24.6,23.8,65.32,0,0,,0,0,23,14.8,227,1003.5,100,7.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T09:00:00,34.9,25.3,25.9,69.44,0,0,,0,0,23.8,14.9,210,1001.3,100,5.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T10:00:00,36.4,25.8,26.8,67.77,0.001,100,rain,0,0,29.5,20,247,1000,100,9.9,,,,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T11:00:00,39.4,29.8,27,60.71,0,0,,0,0,33.8,19.8,272,999.3,92.8,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T12:00:00,36.1,23.9,25.7,65.48,0,0,,0,0,49.5,26.6,301,1000.5,92.8,9.8,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T13:00:00,36.2,23.1,26.9,68.57,0,0,,0,0,48.7,31.1,302,1002.1,92.8,7.7,,,,,Overcast,wind,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T14:00:00,35.2,23,27.4,72.78,0.009,100,"rain,snow",0,0,44.7,25.1,315,1004.4,91.5,0.6,,,,,"Snow, Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T15:00:00,35.8,23.9,26.4,68.49,0.003,100,rain,0,0,38.2,24.4,312,1005.8,89,5.1,,,,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T16:00:00,37.2,24.7,25.7,62.72,0.003,100,rain,0,0,41.9,29.6,322,1007.8,81.7,5.5,,,,,"Rain, Partially cloudy",rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T17:00:00,35.3,23.5,23.5,61.93,0,0,,0,0,41.5,22.9,310,1010,81.7,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T18:00:00,34.2,23.6,22.6,62.13,0,0,,0,0,34.7,17.6,318,1011.4,75.5,9.8,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T19:00:00,34.7,22.6,17.4,48.86,0,0,,0,0,33.8,23.8,320,1013,56.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T20:00:00,33.6,22.7,13.5,43.09,0,0,,0,0,28.3,17.9,313,1014.6,27.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T21:00:00,32.6,23.3,11.7,41.41,0,0,,0,0,26.6,12.7,319,1016.2,24.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T22:00:00,31.5,22.7,11.4,42.82,0,0,,0,0,,10.9,320,1017,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02T23:00:00,31.3,24.2,11.8,43.88,0,0,,0,0,,7.7,303,1017.4,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T00:00:00,29.3,24.2,12.5,49.03,0,0,,0,0,,4.7,287,1017.9,0,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T01:00:00,28.5,28.5,13.4,52.72,0,0,,0,0,25.3,3,292,1018,18,9.9,,,,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T02:00:00,29.4,29.4,14.7,53.75,0,0,,0,0,,3,264,1018,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T03:00:00,29.4,25.9,15.8,56.4,0,0,,0,0,,3.4,221,1017.7,97.5,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T04:00:00,30.2,25.3,15.9,54.87,0,0,,0,0,,4.7,213,1017.5,97.5,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T05:00:00,29.9,24.6,16.3,56.5,0,0,,0,0,,5,187,1017.2,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T06:00:00,29.3,23.3,16.5,58.44,0,0,,0,0,,5.7,182,1017.4,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T07:00:00,30.5,22.6,15.7,53.7,0,0,,0,0,,8.7,181,1017.2,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T08:00:00,32.4,24.5,16,50.55,0,0,,0,0,18.3,9.4,178,1016.9,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T09:00:00,34.7,25.6,17,47.96,0,0,,0,0,,13.5,190,1016.5,90.3,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T10:00:00,37.5,28.1,18.7,46.27,0,0,,0,0,24.2,16.6,190,1015,81.7,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T11:00:00,42.8,34.2,21.1,41.82,0,0,,0,0,29.4,19.5,193,1012.9,47.3,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T12:00:00,48.5,41,25.5,40.37,0,0,,0,0,34,23.9,196,1010.4,24.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T13:00:00,54.9,54.9,29.3,37.41,0,0,,0,0,35.4,22.9,205,1008.4,24.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T14:00:00,60.5,60.5,32.6,34.89,0,0,,0,0,38.1,27.2,221,1006.3,38.9,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T15:00:00,65.6,65.6,34.5,31.43,0,0,,0,0,41.2,26.2,221,1004.2,24.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T16:00:00,68.8,68.8,35.4,29.19,0,0,,0,0,41.1,25.4,222,1002.4,24.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T17:00:00,70.5,70.5,36.4,28.6,0,0,,0,0,38.9,25.7,228,1001.9,24.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T18:00:00,71.8,71.8,36.9,27.98,0,0,,0,0,37.1,22,233,1000.9,24.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T19:00:00,70.4,70.4,37.4,29.93,0,0,,0,0,31.1,17,223,1000.2,89,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T20:00:00,71.4,71.4,37.8,29.29,0,0,,0,0,37.2,24.2,242,1000.7,89,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T21:00:00,69,69,40.5,35.37,0,0,,0,0,35,20.5,242,1001.6,85.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T22:00:00,65,65,41.6,42.31,0,0,,0,0,29.7,18.5,262,1002.5,88.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03T23:00:00,43.9,35.3,35,70.81,0,0,,0,0,33.6,21.2,19,1006.3,94,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T00:00:00,40.4,31.3,31.5,70.33,0,0,,0,0,29.6,18.8,350,1009.1,91.4,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T01:00:00,38.3,28.7,29.6,70.69,0,0,,0,0,28.4,18.4,6,1009.6,91.5,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T02:00:00,37.9,29.5,29,70.11,0,0,,0,0,27.7,14,2,1011.4,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T03:00:00,36.6,26.5,29.4,74.9,0,0,,0,0,29.9,18.4,9,1012,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T04:00:00,35.6,25,28,73.44,0,0,,0,0,30.8,19.1,3,1012.7,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T05:00:00,35.3,24.6,27,71.35,0,0,,0,0,30.9,18.9,8,1013.3,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T06:00:00,35.3,24.1,25.9,68.42,0,0,,0,0,30.8,21,360,1014.5,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T07:00:00,35.3,24.8,25,65.69,0,0,,0,0,32.7,18.3,358,1015.6,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T08:00:00,35.3,25.8,25.1,65.98,0,0,,0,0,30.5,15,1,1017.1,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T09:00:00,35.3,25.5,24.2,63.55,0,0,,0,0,30.7,16.1,8,1018.4,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T10:00:00,35.2,24.6,23.8,62.94,0,0,,0,0,24.2,18.4,9,1019.7,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T11:00:00,35.7,26.6,25.1,64.86,0,0,,0,0,21.9,14.5,351,1021.3,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T12:00:00,35.5,25.4,24.9,64.84,0,0,,0,0,25.9,17.2,359,1022.4,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T13:00:00,34.6,25.1,26.8,72.74,0,0,,0,0,29.1,14.6,351,1023.3,100,8.7,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T14:00:00,34.1,25.3,26.2,72.66,0,0,,0,0,21.9,12.1,3,1024,100,7.5,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T15:00:00,33.8,25,25.1,70.33,0,0,,0,0,,12,15,1024.7,100,8.8,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T16:00:00,33.6,23.9,24.4,68.48,0,0,,0,0,,14.3,16,1025.4,100,9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T17:00:00,33.2,23.5,23.6,67.49,0,0,,0,0,20.8,14,9,1026.1,100,6.3,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T18:00:00,32.4,23.5,22.9,67.67,0,0,,0,0,,11.4,11,1026.6,100,9.4,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T19:00:00,32.4,23.6,20.7,61.65,0,0,,0,0,,11.3,15,1027.4,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T20:00:00,31.3,22.2,20,62.69,0,0,,0,0,,11.3,30,1027.9,97.5,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T21:00:00,31.5,21.8,19.1,59.83,0,0,,0,0,,12.7,38,1029,92.8,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T22:00:00,31.3,22.2,18.4,58.38,0,0,,0,0,,11.2,30,1029.7,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04T23:00:00,31.5,23.1,18.4,57.9,0,0,,0,0,,10,37,1030.2,100,9.9,,,,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
